Device_name1	ORD__Customer_code	ORD__Customer_name	ORD__Main_Community___VPN	ORD__Country_code	ORD__Country_name	UCPE_name1	AirportHub_id	profile	vedge_mpls_interface1	airporthub_router1	mpls_bw1	internet_bw1	Device_name2	UCPE_name2	vedge_mpls_interface2	mpls_bw2	airporthub_router2	internet_bw2	interface1	interface2
PKUL2129	85	cathay pacific airways	cx_admin	MY	MALAYSIA	UCPEKUL0003	KUL	Gold	ge0/0.1502	PKUL513	4096	51200	PKUL2130	UCPEKUL0004	ge0/4.3951	4096	PKUL514	51200	gigabitethernet0/0/1	gigabitethernet0/2
PKUL2145	166	china airlines ltd.	china_airnet	MY	MALAYSIA	UCPEKUL0003	KUL	Gold	ge0/0.1505	PKUL513	1024	5120	PKUL2146	UCPEKUL0004	ge0/4.3951	1024	PKUL514	5120	gigabitethernet0/0/1	gigabitethernet0/2
PKUL2094	60	singapore airlines ltd.	sqnet	MY	MALAYSIA	UCPEKUL0004	KUL	Platinum	ge0/0.1503	PKUL514	8192	15360							gigabitethernet0/2	gigabitethernet0/2
PKUL2229	387	emirates	emiratesnet_aph	MY	MALAYSIA	UCPEKUL0005	KUL		ge0/0.1507	PKUL513	1024	4096	PKUL2230	UCPEKUL0006	ge0/4.3951	1024	PKUL514	4096	gigabitethernet0/0/1	gigabitethernet0/2
PLAX2192	60	singapore airlines ltd.	sqnet	US	UNITED STATES	UCPELAX0001	LAXB	Platinum	ge0/0.1503	PLAX656	4096	12288	PLAX2193	UCPELAX0002	ge0/4.3951	4096	PLAX657	12288	gigabitethernet0/0/1	gigabitethernet0/0/3
PLAX2215	85	cathay pacific airways	cxnet	US	UNITED STATES	UCPELAX0001	LAXB	Gold	ge0/0.1502	PLAX656	2048	15360	PLAX2222	UCPELAX0002	ge0/4.3951	2048	PLAX657	15360	gigabitethernet0/0/1	gigabitethernet0/0/3
PLAX2484	387	emirates	emiratesnet_aph	US	UNITED STATES	UCPELAX0001	LAXB		ge0/0.1507	PLAX656	1024	5120	PLAX2485	UCPELAX0002	ge0/4.3951	1024	PLAX657	5120	gigabitethernet0/0/1	gigabitethernet0/0/3
PLAX2130	122	latam airlines group s.a.	sita_sdwannet	US	UNITED STATES	UCPELAX0001	LAXB			PLAX656									gigabitethernet0/0/1	
PLAX2131	122	latam airlines group s.a.	sita_sdwannet	US	UNITED STATES	UCPELAX0002	LAXB			PLAX657									gigabitethernet0/0/3	gigabitethernet0/0/3
PLGW549	387	emirates	emiratesnet_aph	GB	UNITED KINGDOM	UCPELGW0001	LGW		ge0/4.3951	PLGW179	2048	8192	PLGW550	UCPELGW0003	ge0/0.1507	2048	PLGW180	8192	gigabitethernet0/0/1	
PLHR2461	164	united airlines  inc.	unitednet	GB	UNITED KINGDOM	UCPELHR0001	LHR	Gold	ge0/4.3951	PLHR1749	20480	51200	PLHR2462	UCPELHR0002	ge0/0.1510	20480	PLHR1750	51200	gigabitethernet0/1/0	gigabitethernet0/1/0
PLHR2469	60	singapore airlines ltd.	sqnet	GB	UNITED KINGDOM	UCPELHR0001	LHR	Gold	ge0/0.1503	PLHR1749	15360	24576	PLHR2470	UCPELHR0002	ge0/4.3952	15360	PLHR1750	24576	gigabitethernet0/1/0	gigabitethernet0/1/0
PLHR2431	85	cathay pacific airways	cxnet	GB	UNITED KINGDOM	UCPELHR0002	LHR	Gold	ge0/0.1502	PLHR1750	3072	25600	PLHR2432	UCPELHR0001	ge0/4.3951	3072	PLHR1749	25600	gigabitethernet0/1/0	gigabitethernet0/1/0
PLIM1007	164	united airlines  inc.	unitednet	PE	PERU	UCPELIM0003	LIM		ge0/0.1510	PLIM292	10240	30720	PLIM1008	UCPELIM0004	ge0/4.3951	10240	PLIM293	30720	serial1/0/0	
PLIM1013	1	societe air france	sita_sdwannet	PE	PERU	UCPELIM0003	LIM		ge0/0.1516	PLIM292	1024	20480							serial1/0/0	
PLIS2555	164	united airlines  inc.	unitednet	PT	PORTUGAL	UCPELIS0001	LIS		ge0/4.3951	PLIS945	8192	30720	PLIS2556	UCPELIS0002	ge0/0.1510	8192	PLIS946	30720		
PLIS2597	387	emirates	emiratesnet_aph	PT	PORTUGAL	UCPELIS0001	LIS		ge0/4.3951	PLIS945	1024	5120	PLIS2598	UCPELIS0002	ge0/0.1507	1024	PLIS946	5120		
PMAD5882	85	cathay pacific airways	cxnet	ES	SPAIN	UCPEMAD0003	MAD2	Gold	ge0/0.1502	PMAD5632	2048	10240	PMAD5883	UCPEMAD0004	ge0/4.3951	2048	PMAD5633	10240	gigabitethernet0/0/1	gigabitethernet0/0/1
PMAD6060	164	united airlines  inc.	unitednet	ES	SPAIN	UCPEMAD0003	MAD2	Gold	ge0/0.1510	PMAD5632	8192	30720	PMAD6061	UCPEMAD0004	ge0/4.3951	8192	PMAD5633	30720	gigabitethernet0/0/1	gigabitethernet0/0/1
PMAD6148	387	emirates	emiratesnet_aph	ES	SPAIN	UCPEMAD0003	MAD2		ge0/0.1507	PMAD5632	1024	4096	PMAD6149	UCPEMAD0004	ge0/4.3951	1024	PMAD5633	4096	gigabitethernet0/0/1	gigabitethernet0/0/1
PMAN1688	387	emirates	emiratesnet_aph	GB	UNITED KINGDOM	UCPEMAN0001	MAN1		ge0/0.1507	PMAN1570	2048	8192	PMAN1689	UCPEMAN0002	ge0/4.3951	2048	PMAN1571	8192	gigabitethernet0/0/1	gigabitethernet0/0/1
PMAN1566	85	cathay pacific airways	cxnet	GB	UNITED KINGDOM	UCPEMAN0002	MAN1	Gold	ge0/4.3951	PMAN1571	2048	3072	PMAN1567	UCPEMAN0001	ge0/0.1502	2048	PMAN1570	3072	gigabitethernet0/0/1	gigabitethernet0/0/1
PMCO222	387	emirates	emiratesnet_aph	US	UNITED STATES	UCPEMCO0001	MCO		ge0/0.1507	PMCO051	1024	4096	PMCO223	UCPEMCO0002	ge0/4.3951	1024	PMCO052	4096	gigabitethernet0/0/0	gigabitethernet0/0/0
PMEL1605	85	cathay pacific airways	cxnet	AU	AUSTRALIA	UCPEMEL0001	MEL	Gold	ge0/0.1502	PMEL697	3072	28672	PMEL1607	UCPEMEL0002	ge0/4.3951	3072		28672	gigabitethernet0/0/1	
PMEL1615	113	p.t. garuda indonesia (persero)	ganet	AU	AUSTRALIA	UCPEMEL0001	MEL	Gold	ge0/0.1504	PMEL697	1024	6144	PMEL1616	UCPEMEL0002	ge0/4.3951	1024		6144	gigabitethernet0/0/1	
PMEL1623	60	singapore airlines ltd.	sqnet	AU	AUSTRALIA	UCPEMEL0001	MEL	Platinum	ge0/0.1503	PMEL697	15360	16384	PMEL1624	UCPEMEL0002	ge0/4.3951	15360		16384	gigabitethernet0/0/1	
PMEL1674	164	united airlines  inc.	unitednet	AU	AUSTRALIA	UCPEMEL0001	MEL	Gold	ge0/0.1510	PMEL697	10240	30720	PMEL1675	UCPEMEL0002	ge0/4.3951	10240		30720	gigabitethernet0/0/1	
PMEX2236	164	united airlines  inc.	unitednet	MX	MEXICO	UCPEMEX0001	MEX	Gold	ge0/0.1510	PMEX638	15360	51200	PMEX2237	UCPEMEX0002	ge0/4.3951	15360	PMEX639	51200	gigabitethernet0/0/1	
PMIA1063	387	emirates	emiratesnet_aph	US	UNITED STATES	UCPEMIA0001	MIA		ge0/4.3951	PMIA469	1024	3072	PMIA1064	UCPEMIA0002	ge0/0.1507	1024	PMIA470	3072	gigabitethernet0/0/0	
PMIA1020	85	cathay pacific airways	cxnet	US	UNITED STATES	UCPEMIA0002	MIA	Gold	ge0/0.1502	PMIA470	1536	4096	PMIA1021	UCPEMIA0001	ge0/4.3951	1536	PMIA469	4096	gigabitethernet0/2/0	
PMNL1839	166	china airlines ltd.	china_airnet	PH	PHILIPPINES	UCPEMNL0003	MNL	Gold	ge0/0.1505	PMNL466	1536	5120	PMNL1840	UCPEMNL0004	ge0/4.3951	1536		5120	gigabitethernet0/0/1	
PMNL1844	85	cathay pacific airways	cxnet	PH	PHILIPPINES	UCPEMNL0005	MNL-T3	Gold	ge0/0.1502	PMNL1318	3072	51200	PMNL1845	UCPEMNL0006	ge0/4.3951	3072	PMNL1319	51200	gigabitethernet0/1	
PMNL1848	60	singapore airlines ltd.	sqnet	PH	PHILIPPINES	UCPEMNL0005	MNL-T3	Platinum	ge0/0.1503	PMNL1318	4096	12288	PMNL1849	UCPEMNL0006	ge0/4.3951	4096	PMNL1319	12288	gigabitethernet0/1	
PMNL1908	387	emirates	emiratesnet_aph	PH	PHILIPPINES	UCPEMNL0005	MNL-T3		ge0/0.1507	PMNL1318	1024	3072	PMNL1909	UCPEMNL0006	ge0/4.3951	1024	PMNL1319	3072	gigabitethernet0/1	
PMUC2550	60	singapore airlines ltd.	sqnet	DE	GERMANY	UCPEMUC0001	MUC	Platinum	ge0/0.1503	PMUC672	7168	7168	PMUC2551	UCPEMUC0002	ge0/4.3951	7168	PMUC673	7168	gigabitethernet0/2/0	
PMUC2633	164	united airlines  inc.	unitednet	DE	GERMANY	UCPEMUC0001	MUC	Gold	ge0/0.1510	PMUC672	8192	30720	PMUC2634	UCPEMUC0002	ge0/4.3951	8192	PMUC673	30720	gigabitethernet0/2/0	
PMUC2636	209	american airlines inc.	amrnet	DE	GERMANY	UCPEMUC0001	MUC		ge0/0.1506	PMUC672	4096	8192	PMUC2637	UCPEMUC0002	ge0/4.3951	4096	PMUC673	8192	gigabitethernet0/2/0	
PMUC2653	387	emirates	emiratesnet_aph	DE	GERMANY	UCPEMUC0001	MUC		ge0/0.1507	PMUC672	1024	3072	PMUC2654	UCPEMUC0002	ge0/4.3951	1024	PMUC673	3072	gigabitethernet0/2/0	
PMXP349	85	cathay pacific airways	cxnet	IT	ITALY	UCPEMXP0001	MXP	Gold	ge0/0.1502	PMXP086	3072	12288	PMXP350	UCPEMXP0002	ge0/4.3951	3072	PMXP087	12288	gigabitethernet0/2	
PMXP353	387	emirates	emiratesnet_aph	IT	ITALY	UCPEMXP0001	MXP	Gold	ge0/0.1507	PMXP086	1536	7680	PMXP354	UCPEMXP0002	ge0/4.3951	1536	PMXP087	7680	gigabitethernet0/2	
PMXP365	164	united airlines  inc.	unitednet	IT	ITALY	UCPEMXP0001	MXP		ge0/0.1510	PMXP086	6144	30720	PMXP366	UCPEMXP0002	ge0/4.3951	6144	PMXP087	30720	gigabitethernet0/2	
PNGO476	166	china airlines ltd.	china_airnet	JP	JAPAN	UCPENGO0001	NGO	Gold	ge0/0.1505	PNGO183	1536	8192	PNGO477	UCPENGO0002	ge0/4.3951	1536	PNGO184	8192	gigabitethernet0/3	gigabitethernet0/1
PNGO497	85	cathay pacific airways	cxnet	JP	JAPAN	UCPENGO0001	NGO		ge0/0.1502	PNGO183	2048	30720	PNGO498	UCPENGO0002	ge0/4.3951	2048	PNGO184	30720	gigabitethernet0/3	gigabitethernet0/1
PNRT450	85	cathay pacific airways	cxnet	JP	JAPAN	UCPENRT0001	NRT	Gold	ge0/0.1502	PNRT125	3072	36864	PNRT451	UCPENRT0002	ge0/4.3951	3072	PNRT126	36864	gigabitethernet0/0/3	gigabitethernet0/0/3
PNRT453	113	p.t. garuda indonesia (persero)	ganet	JP	JAPAN	UCPENRT0001	NRT	Gold	ge0/0.1504	PNRT125	1024	6144	PNRT454	UCPENRT0002	ge0/4.3951	1024	PNRT126	6144	gigabitethernet0/0/3	gigabitethernet0/0/3
PNRT455	166	china airlines ltd.	china_airnet	JP	JAPAN	UCPENRT0001	NRT	Gold	ge0/0.1505	PNRT125	1536	8192	PNRT456	UCPENRT0002	ge0/4.3951	1536	PNRT126	8192	gigabitethernet0/0/3	gigabitethernet0/0/3
PNRT457	60	singapore airlines ltd.	sqnet	JP	JAPAN	UCPENRT0001	NRT	Platinum	ge0/0.1503	PNRT125	3072	12288	PNRT458	UCPENRT0002	ge0/4.3951	3072	PNRT126	12288	gigabitethernet0/0/3	gigabitethernet0/0/3
PNRT476	164	united airlines  inc.	unitednet	JP	JAPAN	UCPENRT0003	NRT	Gold	ge0/0.1510	PNRT125	20480	51200	PNRT477	UCPENRT0004	ge0/4.3951	20480	PNRT126	51200	gigabitethernet0/0/3	gigabitethernet0/0/3
PNRT489	387	emirates	emiratesnet_aph	JP	JAPAN	UCPENRT0003	NRT		ge0/0.1507	PNRT125	1024	4096	PNRT490	UCPENRT0004	ge0/4.3951	1024	PNRT126	4096	gigabitethernet0/0/3	gigabitethernet0/0/3
PORD490	85	cathay pacific airways	cxnet	US	UNITED STATES	UCPEORD0001	ORD	Gold	ge0/0.1502	PORD261	1536	2048	PORD491	UCPEORD0002	ge0/4.3951	1536	PORD262	2048	gigabitethernet0/2/0	gigabitethernet0/2/0
PPEK599	113	p.t. garuda indonesia (persero)	ganet	CN	CHINA	UCPEPEK0001	PEK	Gold	ge0/0.1504	PPEK080	512	6144	PPEK600	UCPEPEK0002	ge0/4.3951	512	PPEK081	6144	gigabitethernet0/2	
PPEK613	60	singapore airlines ltd.	sqnet	CN	CHINA	UCPEPEK0001	PEK		ge0/0.1503	PPEK080	3072	3072	PPEK614	UCPEPEK0002	ge0/4.3951	3072	PPEK081		gigabitethernet0/2	
PPEK623	387	emirates	emiratesnet_aph	CN	CHINA	UCPEPEK0001	PEK		ge0/0.1507	PPEK080	2048	2048	PPEK624	UCPEPEK0002	ge0/4.3951	1024	PPEK081		gigabitethernet0/2	
PPEN350	85	cathay pacific airways	cxnet	MY	MALAYSIA	UCPEPEN0001	PEN	Gold	ge0/0.1502		2048	46080	PPEN351	UCPEPEN0002	ge0/4.3951	2048		46080		
PPEN354	519	silkair (singapore) private limited	sqnet	MY	MALAYSIA	UCPEPEN0001	PEN	Platinum	ge0/0.1503		2048	6144	PPEN355	UCPEPEN0002	ge0/4.3951	2048		6144		
PPER717	85	cathay pacific airways	cxnet	AU	AUSTRALIA	UCPEPER0001	PER	Gold	ge0/0.1502	PPER216	1024	46080	PPER718	UCPEPER0002	ge0/4.3951	1024	PPER217	46080	gigabitethernet0/2	fastethernet2/1
PPER719	113	p.t. garuda indonesia (persero)	ganet	AU	AUSTRALIA	UCPEPER0001	PER	Gold	ge0/0.1504	PPER216	1024	6144	PPER720	UCPEPER0002	ge0/4.3951	1024	PPER217	6144	gigabitethernet0/2	fastethernet2/1
PPER726	60	singapore airlines ltd.	sqnet	AU	AUSTRALIA	UCPEPER0001	PER	Platinum	ge0/0.1503	PPER216	20480	15360	PPER727	UCPEPER0002	ge0/4.3951	20480	PPER217	15360	gigabitethernet0/2	fastethernet2/1
PPER753	387	emirates	emiratesnet_aph	AU	AUSTRALIA	UCPEPER0001	PER		ge0/0.1507	PPER216	1536	8192	PPER754	UCPEPER0002	ge0/4.3951	1536	PPER217	8192	gigabitethernet0/2	fastethernet2/1
PPNH300	85	cathay pacific airways	cxnet	KH	CAMBODIA	UCPEPNH0001	PNH	Gold	ge0/0.1502	PPNH144	2048	10240	PPNH301	UCPEPNH0002	ge0/4.3951	2048	PPNH145	10240	gigabitethernet0/1	gigabitethernet0/1
PPTY380	164	united airlines  inc.	unitednet	PA	PANAMA	UCPEPTY0003	PTY		ge0/0.1510	PPTY103	8192	30720	PPTY381	UCPEPTY0004	ge0/4.3951	8192	PPTY104	30720	gigabitethernet0/0/1	
PPUJ134	164	united airlines  inc.	unitednet	DO	DOMINICAN REPUBLIC	UCPEPUJ0001	PUJ		ge0/0.1510	PPUJ069	10240	30720	PPUJ135	UCPEPUJ0002	ge0/4.3951	10240	PPUJ070	30720	gigabitethernet0/1	gigabitethernet0/1
PPUS314	166	china airlines ltd.	china_airnet	KR	KOREA, REPUBLIC OF	UCPEPUS0001	PUS	Gold	ge0/0.1505	PPUS235	768	5120	PPUS315	UCPEPUS0002	ge0/4.3951	768	PPUS236	5120	gigabitethernet0/1	
PPVG644	60	singapore airlines ltd.	sqnet	CN	CHINA	UCPEPVG0001	PVG2		ge0/0.1503	PPVG076	4096	4096	PPVG645	UCPEPVG0002	ge0/4.3952	4096	PPVG077		gigabitethernet0/0/1	gigabitethernet0/0/1
PPVG649	387	emirates	emiratesnet_aph	CN	CHINA	UCPEPVG0001	PVG2		ge0/0.1507	PPVG076	1024	2048	PPVG650	UCPEPVG0002	ge0/4.3952	2048	PPVG077		gigabitethernet0/0/1	gigabitethernet0/0/1
PPVG629	113	p.t. garuda indonesia (persero)	ganet	CN	CHINA	UCPEPVG0002	PVG2	Gold	ge0/0.1504	PPVG077	1024	6144	PPVG630	UCPEPVG0001	ge0/4.3951	1024	PPVG076	6144	gigabitethernet0/0/1	gigabitethernet0/0/1
PRGN211	85	cathay pacific airways	cxnet		MYANMAR	UCPERGN0001	RGN			PRGN069									serial0/0/1	
PSFO814	166	china airlines ltd.	china_airnet	US	UNITED STATES	UCPESFO0001	SFO	Gold	ge0/0.1505	PSFO308	2042	8192	PSFO815	UCPESFO0002	ge0/4.3951	2042	PSFO309	8192	gigabitethernet0/0/1	gigabitethernet0/0/1
PSFO816	85	cathay pacific airways	cxnet	US	UNITED STATES	UCPESFO0001	SFO	Gold	ge0/0.1502	PSFO308	6144	8192	PSFO817	UCPESFO0002	ge0/4.3951	6144	PSFO309	8192	gigabitethernet0/0/1	gigabitethernet0/0/1
PSFO837	60	singapore airlines ltd.	sqnet	US	UNITED STATES	UCPESFO0001	SFO		ge0/0.1503	PSFO308	5120	15360	PSFO838	UCPESFO0002	ge0/4.3951	5120	PSFO309	15360	gigabitethernet0/0/1	gigabitethernet0/0/1
PSFO839	387	emirates	emiratesnet_aph	US	UNITED STATES	UCPESFO0001	SFO		ge0/0.1507	PSFO308	1024	3072	PSFO840	UCPESFO0002	ge0/4.3951	1024	PSFO309	3072	gigabitethernet0/0/1	gigabitethernet0/0/1
PSGN840	85	cathay pacific airways	cxnet	VN	VIET NAM	UCPESGN0001	SGN	Gold	ge0/0.1502	PSGN178	2048	10240	PSGN841	UCPESGN0002	ge0/4.3951	2048	PSGN179	10240	gigabitethernet0/0/1	gigabitethernet0/0/1
PSGN874	60	singapore airlines ltd.	sqnet	VN	VIET NAM	UCPESGN0001	SGN	Platinum	ge0/0.1503	PSGN178	2048	6144	PSGN875	UCPESGN0002	ge0/4.3951	2048	PSGN179	6144	gigabitethernet0/0/1	gigabitethernet0/0/1
PSIN5452	113	p.t. garuda indonesia (persero)	ganet	SG	SINGAPORE	UCPESIN0004	SIN	Gold	ge0/0.1504	PSIN1642	1024	7168	PSIN5453	UCPESIN0003	ge0/4.3951	1024	PSIN1641	7168	gigabitethernet0/0/1	gigabitethernet0/0/1
PSIN5488	166	china airlines ltd.	china_airnet	SG	SINGAPORE	UCPESIN0004	SIN	Gold	ge0/0.1505	PSIN1642	1536	5120	PSIN5489	UCPESIN0003	ge0/4.3951	1536	PSIN1641	5120	gigabitethernet0/0/1	gigabitethernet0/0/1
PSIN5769	164	united airlines  inc.	unitednet	SG	SINGAPORE	UCPESIN0004	SIN		ge0/0.1510	PSIN1642	20480	51200	PSIN5770	UCPESIN0003	ge0/4.3951	20480	PSIN1641	51200	gigabitethernet0/0/1	gigabitethernet0/0/1
PSIN5748	387	emirates	emiratesnet_aph	SG	SINGAPORE	UCPESIN0005	SIN4			PSIN4562									gigabitethernet0/1	
PSIN5434	85	cathay pacific airways	cxnet	SG	SINGAPORE	UCPESIN0006	SIN4	Gold	ge0/4.3951	PSIN4564	3072	51200	PSIN5433	UCPESIN0005	ge0/0.1502	3072	PSIN4562	51200	gigabitethernet0/1	gigabitethernet0/1
PSIN5749	387	emirates	emiratesnet_aph		SINGAPORE	UCPESIN0006	SIN4			PSIN4564									gigabitethernet0/1	gigabitethernet0/1
PSJO556	164	united airlines  inc.	unitednet	CR	COSTA RICA	UCPESJO0001	SJO		ge0/0.1510	PSJO400	10240	30720	PSJO557	UCPESJO0002	ge0/4.3951	10240		30720	gigabitethernet0/0/1	
PSUB252	85	cathay pacific airways	cxnet	ID	INDONESIA	UCPESUB0007	SUB	Gold	ge0/0.1502	PSUB127	3072	6144	PSUB254	UCPESUB0008	ge0/4.3951	3072	PSUB126	6144	gigabitethernet0/3	
PSUB257	60	singapore airlines ltd.	sqnet	ID	INDONESIA	UCPESUB0007	SUB	Gold	ge0/0.1503	PSUB127	1024	5120	PSUB258	UCPESUB0008	ge0/4.3951	1024	PSUB126	5120	gigabitethernet0/3	
PSYD3103	85	cathay pacific airways	cxnet	AU	AUSTRALIA	UCPESYD0002	SYD	Gold	ge0/0.1502	PSYD1236	3072	81920	PSYD3104	UCPESYD0003	ge0/4.3951	3072	PSYD1237	81920	gigabitethernet0/0/1	gigabitethernet0/0/1
PSYD3132	113	p.t. garuda indonesia (persero)	ganet	AU	AUSTRALIA	UCPESYD0002	SYD	Gold		PSYD1236									gigabitethernet0/0/1	
PSYD3148	166	china airlines ltd.	china_airnet	AU	AUSTRALIA	UCPESYD0002	SYD	Gold	ge0/0.1505	PSYD1236	2048	8192	PSYD3149	UCPESYD0003	ge0/4.3951	2048	PSYD1237	8192	gigabitethernet0/0/1	gigabitethernet0/0/1
PSYD3079	60	singapore airlines ltd.	sqnet	AU	AUSTRALIA	UCPESYD0003	SYD	Platinum	ge0/0.1503	PSYD1237	10240	19456	PSYD3078	UCPESYD0002	ge0/4.3952	10240	PSYD1236	19456	gigabitethernet0/0/1	gigabitethernet0/0/1
PSYD3218	164	united airlines  inc.	unitednet	AU	AUSTRALIA	UCPESYD0006	SYD	Gold	ge0/0.1510	PSYD1236	20480	30720	PSYD3219	UCPESYD0007	ge0/4.3951	20480	PSYD1237	30720	gigabitethernet0/0/1	gigabitethernet0/0/1
PSYD3274	387	emirates	emiratesnet_aph	AU	AUSTRALIA	UCPESYD0006	SYD		ge0/0.1507	PSYD1236	2048	6144	PSYD3275	UCPESYD0007	ge0/4.3951	2048	PSYD1237	6144	gigabitethernet0/0/1	gigabitethernet0/0/1
PTPE1873	85	cathay pacific airways	cxnet	TW	TAIWAN, PROVINCE OF CHINA	UCPETPE0001	TPE	Gold	ge0/0.1502	PTPE629	8192	18432	PTPE1874	UCPETPE0004	ge0/4.3951	8192	PTPE630	18432	serial1/0	gigabitethernet0/3
PTPE1895	60	singapore airlines ltd.	sqnet	TW	TAIWAN, PROVINCE OF CHINA	UCPETPE0001	TPE	Platinum	ge0/0.1503	PTPE629	5120	9216	PTPE1896	UCPETPE0004	ge0/4.3951	5120	PTPE630	9216	serial1/0	gigabitethernet0/3
PTPE1958	387	emirates	emiratesnet_aph	TW	TAIWAN, PROVINCE OF CHINA	UCPETPE0001	TPE		ge0/0.1507	PTPE629	1024	4096	PTPE1959	UCPETPE0004	ge0/4.3951	1024	PTPE630	4096	serial1/0	gigabitethernet0/3
PYVR524	85	cathay pacific airways	cxnet		SWITZERLAND	UCPEYVR0001	YVR	Gold	ge0/0.1502		3072	8192	PYVR525	UCPEYVR0002	ge0/4.3951	3072	PYVR184	8192		
PYVR527	166	china airlines ltd.	china_airnet	CA	CANADA	UCPEYVR0001	YVR	Gold	ge0/0.1505		1536	8192	PYVR528	UCPEYVR0002	ge0/4.3951	1536	PYVR184	8192		
PYVR539	164	united airlines  inc.	unitednet	CA	CANADA	UCPEYVR0001	YVR		ge0/0.1510		10240	30720	PYVR540	UCPEYVR0002	ge0/4.3951	10240	PYVR184	30720		
PZRH2305	60	singapore airlines ltd.	sqnet	CH	SWITZERLAND	UCPEZRH0001	ZRH	Platinum	ge0/0.1503	PZRH813	5120	5120	PZRH2306	UCPEZRH0002	ge0/4.3951	5120	PZRH814	5120	gigabitethernet0/1	
PZRH2307	85	cathay pacific airways	cxnet	CH	SWITZERLAND	UCPEZRH0001	ZRH	Gold	ge0/0.1502	PZRH813	5120	8192	PZRH2308	UCPEZRH0002	ge0/4.3951	5120	PZRH814	8192	gigabitethernet0/1	
PZRH2383	164	united airlines  inc.	unitednet	CH	SWITZERLAND	UCPEZRH0001	ZRH		ge0/0.1510	PZRH813	8192	30720	PZRH2384	UCPEZRH0002	ge0/4.3951	8192	PZRH814	30720	gigabitethernet0/1	
PZRH2387	387	emirates	emiratesnet_aph	CH	SWITZERLAND	UCPEZRH0001	ZRH		ge0/0.1507	PZRH813	3072	15360	PZRH2388	UCPEZRH0002	ge0/4.3951	3072	PZRH814	15360	gigabitethernet0/1	
PBCN3408	1	societe air france	airfrancenet	ES	SPAIN	UCPEBCN0003	BCN		ge0/0.1516	PBCN867	8192	51200	PBCN3409	UCPEBCN0004	ge0/4.3951	8192	PBCN868	51200	gigabitethernet0/0/1	gigabitethernet0/0/1
PCPH1816	387	emirates	emiratesnet_aph	DK	DENMARK	UCPECPH0003	CPH		ge0/0.1507	PCPH745	1024	5120	PCPH1817	UCPECPH0004	ge0/4.3951	1024		5120	gigabitethernet0/1	
PCUN231	10175	gol linhas aereas s.a.	golnet		MEXICO	UCPECUN0001	CUN		ge0/0.1514	PCUN054	2048	4096							serial2/0	
PCUN232	10175	gol linhas aereas s.a.	golnet		MEXICO	UCPECUN0002	CUN		ge0/0.1514	PCUN055	2048	4096							gigabitethernet0/1	
PEWR1048	8	scandinavian airlines system	jeffnet	US	UNITED STATES	UCPEEWR0001	EWR			PEWR302									gigabitethernet0/0/0	
PEZE244	1	societe air france	sita_sdwannet	AR	ARGENTINA	UCPEEZE0001	EZE		ge0/0.1516	PEZE069	4096	30720	PEZE245	UCPEEZE0002	ge0/4.3951	4096	PEZE070	30720	gigabitethernet0/1	
PFCO429	1	societe air france	sita_sdwannet	IT	ITALY	UCPEFCO0003	FCO		ge0/0.1516	PFCO258	4096	20480	PFCO430	UCPEFCO0004	ge0/4.3951	4096	PFCO259	20480	gigabitethernet0/0/1	gigabitethernet0/0/1
PGIG255	1	societe air france	airfrancenet	BR	BRAZIL	UCPEGIG0001	GIG		ge0/0.1516	PGIG075	4096	100000	PGIG256	UCPEGIG0002	ge0/4.3951	4096	PGIG076	20000	serial1/0	gigabitethernet0/2
PGRU340	1	societe air france	sita_sdwannet	BR	BRAZIL	UCPEGRU0001	GRU		ge0/0.1516	PGRU077	4096	30720	PGRU341	UCPEGRU0002	ge0/4.3951	4096	PGRU078	30720	gigabitethernet0/1	
PHND305	8	scandinavian airlines system	jeffnet	JP	JAPAN	UCPEHND0003	HND			PHND204									gigabitethernet0/1	
PLIM1014	1	societe air france	sita_sdwannet	PE	PERU	UCPELIM0004	LIM		ge0/4.3951	PLIM293	1024	20480							serial1/0/0	
PLIS2601	1	societe air france	sita_sdwannet	PT	PORTUGAL	UCPELIS0001	LIS		ge0/4.3951	PLIS945	8192	20480	PLIS2602	UCPELIS0002	ge0/0.1516	2048	PLIS946	20480		
PMAD6139	1	societe air france	jointnet	ES	SPAIN	UCPEMAD0003	MAD2		ge0/0.1516	PMAD5632	5120	51200	PMAD6140	UCPEMAD0004	ge0/4.3951	5120	PMAD5633	51200	gigabitethernet0/0/1	gigabitethernet0/0/1
PMEL1702	387	emirates	emiratesnet_aph	AU	AUSTRALIA	UCPEMEL0003	MEL		ge0/0.1507	PMEL697	1024	5120							gigabitethernet0/0/1	
PMXP375	1	societe air france	sita_sdwannet	IT	ITALY	UCPEMXP0001	MXP		ge0/0.1516	PMXP086	2048	10240	PMXP376	UCPEMXP0002	ge0/4.3951	2048	PMXP087	10240	gigabitethernet0/2	
PORD536	8	scandinavian airlines system	jeffnet	US	UNITED STATES	UCPEORD0001	ORD			PORD261									gigabitethernet0/2/0	
PORD538	387	emirates	emiratesnet_aph	US	UNITED STATES	UCPEORD0001	ORD		ge0/0.1507	PORD261	1024	5120	PORD539	UCPEORD0002	ge0/4.3951	1024	PORD262	5120	gigabitethernet0/2/0	gigabitethernet0/2/0
PPVG647	8	scandinavian airlines system	jeffnet	CN	CHINA	UCPEPVG0001	PVG2			PPVG076									gigabitethernet0/0/1	
