UCPE_name	hypervisor	CE_USID	IATA_code	site_code	customer_code	customer_code_catalog	chassis_vendor	chassis_hardware	CORE_site_id	chassis_type	plug_type	network_status	booking_status	remaining_days_to_delete	Last_update	CPU	Memory	Storage	Max_VNF	airporthub_router	role
UCPELGW0001	HLGW0001	GO0D9XU754	LGW	LGW	53849	IC01	cisco	encs5412/k9	CI00198631	BVPN	BVPNINT	No	Reserved	-	2021/12/23 15:24:27	12.0	16000.0	480000.0	4	PLGW179	Primary
UCPELGW0002		GO0D88CC63	LGW	LGW	53849	IC01	cisco	encs5412/k9	CI00198253	BVPN	BVPNINT	No	Reserved	-	2022/05/04 09:18:54	12.0	16000.0	480000.0	4		
UCPELGW0003	HLGW0003	GO0D88C818	LGW	LGW	53849	IC01	cisco	encs5412/k9	CI00198253	BVPN	BVPNINT	No	Reserved	-	2022/05/05 16:01:41	12.0	16000.0	480000.0	4	PLGW180	Secondary
UCPELHR0001	HLHR0001	GO09T06A73	LHR	LHR	53849	IC01	cisco	encs5412/k9	CI00168317	BVPN	BVPNINT	No	Reserved	-	2019/11/28 21:41:46	12.0	16000.0	480000.0	4	PLHR1749	Primary
UCPELHR0002	HLHR0002	GO09T0EQ63	LHR	LHR	53849	IC01	cisco	encs5412/k9	CI00168320	BVPN	BVPNINT	No	Reserved	-	2019/11/28 21:49:44	12.0	16000.0	480000.0	4	PLHR1750	Secondary
UCPELHR0003		GO0AJS332B	LHR	LHR	53849	IC01	cisco	encs5412/k9	CI00167433	BVPN	BVPNINT	No	Reserved	-	2023/02/06 06:39:38	12.0	16000.0	480000.0	4		
UCPELHR0004		GO0AJUBK47	LHR	LHR	53849	IC01	cisco	encs5412/k9	CI00167436	BVPN	BVPNINT	No	Reserved	-	2023/02/06 06:42:26	12.0	16000.0	480000.0	4		
UCPELIM0003	HLIM0003	GO0AMJZR1C	LIM	LIM	53849	IC01	cisco	encs5412/k9	CI00178297	BVPN	BVPNINT	No	Reserved	-	2021/05/31 07:39:54	12.0	16000.0	480000.0	4	PLIM292	Primary
UCPELIM0004	HLIM0004	GO0AMK207B	LIM	LIM	53849	IC01	cisco	encs5412/k9	CI00178300	BVPN	BVPNINT	No	Reserved	-	2021/05/31 07:44:47	12.0	16000.0	480000.0	4	PLIM293	Secondary
UCPELIS0001	HLIS0001	GO084YT96F	LIS	LIS	53849	IC01	cisco	encs5412/k9	CI00150468	BVPN	BVPNINT	No	Reserved	-	2018/10/19 10:00:01	12.0	16000.0	480000.0	4	PLIS945	Primary
UCPELIS0002	HLIS0002	GO084YUG11	LIS	LIS	53849	IC01	cisco	encs5412/k9	CI00150468	BVPN	BVPNINT	No	Reserved	-	2018/10/19 11:04:49	12.0	16000.0	480000.0	4	PLIS946	Secondary
UCPEMAD0003	HMAD0003	GO09HRT846	MAD	MAD2	53849	IC01	cisco	encs5412/k9	CI00158045	BVPN	BVPNINT	No	Reserved	-	2019/07/25 11:09:33	12.0	16000.0	480000.0	4	PMAD5632	Primary
UCPEMAD0004	HMAD0004	GO09HSC942	MAD	MAD2	53849	IC01	cisco	encs5412/k9	CI00158931	BVPN	BVPNINT	No	Reserved	-	2019/11/28 15:25:39	12.0	16000.0	480000.0	4	PMAD5633	Secondary
UCPEMAD0011	HMAD0011	GO0EE66R47	MAD	MAD2	53849	IC01	cisco	encs5412/k9	CI00158045	BVPN	BVPNINT	No	Reserved	-	2023/01/31 06:23:13	12.0	16000.0	480000.0	4	PMAD5632	Primary
UCPEMAD0012	HMAD0012	GO0EE67Q44	MAD	MAD2	53849	IC01	cisco	encs5412/k9	CI00158047	BVPN	BVPNINT	No	Reserved	-	2023/01/31 06:31:52	12.0	16000.0	480000.0	4	PMAD5633	Secondary
UCPEMAD0013		GO0EE66S46	MAD	MAD	53849	IC01	cisco	encs5412/k9	CI00158045	BVPN	BVPNINT	No	Reserved	-	2023/02/20 04:42:37	12.0	16000.0	480000.0	4		
UCPEMAN0001	HMAN0001	GO09L20H75	MAN	MAN1	53849	IC01	cisco	encs5412/k9	CI00166151	BVPN	BVPNINT	No	Reserved	-	2019/11/08 08:28:11	12.0	16000.0	480000.0	4	PMAN1570	Primary
UCPEMAN0002	HMAN0002	GO09L27S6E	MAN	MAN1	53849	IC01	cisco	encs5412/k9	CI00166152	BVPN	BVPNINT	No	Reserved	-	2019/11/08 08:34:03	12.0	16000.0	480000.0	4	PMAN1571	Secondary
UCPEMCO0001	HMCO0001	FI01Y8CMFF	MCO	MCO	53849	IC01	cisco	encs5412/k9	CI00123437	BVPN	BVPNINT	No	Reserved	-	2018/11/13 12:50:05	12.0	16000.0	480000.0	4	PMCO051	Primary
UCPEMCO0002	HMCO0002	FI01Y8CJF8	MCO	MCO	53849	IC01	cisco	encs5412/k9	CI00123437	BVPN	BVPNINT	No	Reserved	-	2018/11/13 13:10:57	12.0	16000.0	480000.0	4	PMCO052	Secondary
UCPEMDE0001	HMDE0001	GO0ALKCY11	MDE	MDE	53849	IC01	cisco	encs5412/k9	CI00177915	BVPN	BVPNINT	No	Reserved	-	2021/08/06 09:15:46	12.0	16000.0	480000.0	4		
UCPEMDE0002	HMDE0002	GO0ALKCZ12	MDE	MDE	53849	IC01	cisco	encs5412/k9	CI00177915	BVPN	BVPNINT	No	Reserved	-	2021/08/06 09:30:56	12.0	16000.0	480000.0	4		
UCPEMEL0001	HMEL0001	GO09KLGD7E	MEL	MEL	53849	IC01	cisco	encs5412/k9	CI00135913	BVPN	BVPNINT	No	Reserved	-	2019/09/16 07:24:51	12.0	16000.0	480000.0	4	PMEL697	Primary
UCPEMEL0002	HMEL0002	GO09KLKC79	MEL	MEL	53849	IC01	cisco	encs5412/k9	CI00135914	BVPN	BVPNINT	No	Reserved	-	2019/09/16 07:30:02	12.0	16000.0	480000.0	4	PMEL698	Secondary
UCPEMEL0003	HMEL0003	GO0AHT6V5C	MEL	MEL	53849	IC01	cisco	encs5412/k9	CI00135913	BVPN	BVPNINT	No	Reserved	-	2021/08/23 17:22:48	12.0	16000.0	480000.0	4	PMEL697	Primary
UCPEMEL0004	HMEL0004	GO0CL1QE39	MEL	MEL	53849	IC01	cisco	encs5412/k9	CI00135914	BVPN	BVPNINT	No	Reserved	-	2021/08/23 17:43:53	12.0	16000.0	480000.0	4	PMEL698	Secondary
UCPEMEX0001	HMEX0001	GO0AKQM125	MEX	MEX	53849	IC01	cisco	encs5412/k9	CI00177350	BVPN	BVPNINT	No	Reserved	-	2020/10/14 15:52:56	12.0	16000.0	480000.0	4	PMEX638	Primary
UCPEMEX0002	HMEX0002	GO0AKQM327	MEX	MEX	53849	IC01	cisco	encs5412/k9	CI00177350	BVPN	BVPNINT	No	Reserved	-	2020/10/14 16:24:46	12.0	16000.0	480000.0	4	PMEX639	Secondary
UCPEMIA0001	HMIA0001	GO09QF4C46	MIA	MIA	53849	IC01	cisco	encs5412/k9	CI00167520	BVPN	BVPNINT	No	Reserved	-	2019/11/28 20:57:34	12.0	16000.0	480000.0	4	PMIA469	Primary
UCPEMIA0002	HMIA0002	GO09QF5Y5C	MIA	MIA	53849	IC01	cisco	encs5412/k9	CI00167520	BVPN	BVPNINT	No	Reserved	-	2019/11/28 21:03:34	12.0	16000.0	480000.0	4	PMIA470	Secondary
UCPEMLE0001	HMLE0001	GO09WJE31E	MLE	MLE	53849	IC01	cisco	encs5412/k9	CI00123374	BVPN	BVPNINT	No	Reserved	-	2019/11/04 07:03:25	12.0	16000.0	480000.0	4	PMLE066	Primary
UCPEMLE0002	HMLE0002	GO09WJE518	MLE	MLE	53849	IC01	cisco	encs5412/k9	CI00123374	BVPN	BVPNINT	No	Reserved	-	2019/11/04 07:06:52	12.0	16000.0	480000.0	4	PMLE067	Secondary
UCPEMNL0003	HMNL0003	GO0AEWFJ49	MNL	MNL	53849	IC01	cisco	encs5412/k9	CI00175303	BVPN	BVPNINT	No	Reserved	-	2020/07/26 15:23:33	12.0	16000.0	480000.0	4	PMNL466	Primary
UCPEMNL0004	HMNL0004	GO0AEWFL4F	MNL	MNL	53849	IC01	cisco	encs5412/k9	CI00175303	BVPN	BVPNINT	No	Reserved	-	2020/07/26 15:27:10	12.0	16000.0	480000.0	4		
UCPEMNL0005	HMNL0005	GO0AEWGK48	MNL	MNL-T3	53849	IC01	cisco	encs5412/k9	CI00175307	BVPN	BVPNINT	No	Reserved	-	2020/07/26 15:32:10	12.0	16000.0	480000.0	4	PMNL1318	Primary
UCPEMNL0006	HMNL0006	GO0AEWGM4E	MNL	MNL-T3	53849	IC01	cisco	encs5412/k9	CI00175307	BVPN	BVPNINT	No	Reserved	-	2020/07/26 15:36:58	12.0	16000.0	480000.0	4	PMNL1319	Secondary
UCPEMNL0007	HMNL0007	GO0EPXAG36	MNL	MNL-T3	53849	IC01	cisco	encs5412/k9	CI00175307	BVPN	BVPNINT	No	Reserved	-	2022/12/12 11:32:13	12.0	16000.0	480000.0	4	PMNL1318	Primary
UCPEMNL0008	HMNL0008	GO0EPXAH39	MNL	MNL-T3	53849	IC01	cisco	encs5412/k9	CI00175307	BVPN	BVPNINT	No	Reserved	-	2022/12/12 12:07:19	12.0	16000.0	480000.0	4	PMNL1319	Secondary
UCPEMUC0001	HMUC0001	GO09S5L51A	MUC	MUC	53849	IC01	cisco	encs5412/k9	CI00168016	BVPN	BVPNINT	No	Reserved	-	2019/11/28 21:29:55	12.0	16000.0	480000.0	4	PMUC672	Primary
UCPEMUC0002	HMUC0002	GO09S5V11E	MUC	MUC	53849	IC01	cisco	encs5412/k9	CI00168018	BVPN	BVPNINT	No	Reserved	-	2019/11/28 21:35:06	12.0	16000.0	480000.0	4	PMUC673	Secondary
UCPEMUC0003		GO0AJPAG55	MUC	MUC	53849	IC01	cisco	encs5412/k9	CI00167132	BVPN	BVPNINT	No	Reserved	-	2023/02/06 05:56:07	12.0	16000.0	480000.0	4		
UCPEMUC0004		GO0EMABC67	MUC	MUC	53849	IC01	cisco	encs5412/k9	CI00167134	BVPN	BVPNINT	No	Reserved	-	2023/02/06 06:05:16	12.0	16000.0	480000.0	4		
UCPEMVD0001	HMVD0001	GO0AN76171	MVD	MVD	53849	IC01	cisco	encs5412/k9	CI00178516	BVPN	BVPNINT	No	Reserved	-	2021/08/06 13:52:07	12.0	16000.0	480000.0	4	PMVD147	Primary
UCPEMVD0002	HMVD0002	GO0AN76373	MVD	MVD	53849	IC01	cisco	encs5412/k9	CI00178516	BVPN	BVPNINT	No	Reserved	-	2021/08/06 13:57:28	12.0	16000.0	480000.0	4	PMVD148	Secondary
UCPEMXP0001	HMXP0001	GO09UMSC7C	MXP	MXP	53849	IC01	cisco	encs5412/k9	CI00168894	BVPN	BVPNINT	No	Reserved	-	2019/12/27 13:10:47	12.0	16000.0	480000.0	4	PMXP086	Primary
UCPEMXP0002	HMXP0002	GO09UMTA7E	MXP	MXP	53849	IC01	cisco	encs5412/k9	CI00154957	BVPN	BVPNINT	No	Reserved	-	2019/12/27 13:19:16	12.0	16000.0	480000.0	4	PMXP087	Secondary
UCPEMXP0003	HMXP0003	GO0DF01G51	MXP	MXP	53849	IC01	cisco	encs5412/k9	CI00168009	BVPN	BVPNINT	No	Reserved	-	2022/05/05 15:51:18	12.0	16000.0	480000.0	4	PMXP086	Primary
UCPEMXP0004	HMXP0004	GO0DF03620	MXP	MXP	53849	IC01	cisco	encs5412/k9	CI00154073	BVPN	BVPNINT	No	Reserved	-	2022/05/05 15:56:50	12.0	16000.0	480000.0	4	PMXP087	Secondary
UCPENCE0003		GO0CQMNB35	NCE	NCE	53849	IC01	cisco	csp-5444	CI00193667	BVPN	BVPNINT	No	Reserved	-	2022/05/01 04:38:05	12.0	16000.0	480000.0	4		
UCPENGO0001	HNGO0001	GO0AYYRR75	NGO	NGO	53849	IC01	cisco	encs5412/k9	CI00182551	BVPN	BVPNINT	No	Reserved	-	2020/08/09 16:04:36	12.0	16000.0	480000.0	4	PNGO183	Primary
UCPENGO0002	HNGO0002	GO0AYYRT73	NGO	NGO	53849	IC01	cisco	encs5412/k9	CI00182551	BVPN	BVPNINT	No	Reserved	-	2020/08/09 16:08:26	12.0	16000.0	480000.0	4	PNGO184	Secondary
UCPENRT0001	HNRT0001	GO09UAQS44	NRT	NRT	53849	IC01	cisco	encs5412/k9	CI00167839	BVPN	BVPNINT	No	Reserved	-	2019/09/23 10:34:33	12.0	16000.0	480000.0	4	PNRT125	Primary
UCPENRT0002	HNRT0002	GO09UAQU42	NRT	NRT	53849	IC01	cisco	encs5412/k9	CI00167839	BVPN	BVPNINT	No	Reserved	-	2019/09/23 10:53:16	12.0	16000.0	480000.0	4	PNRT126	Secondary
UCPENRT0003	HNRT0003	GO0C6BX261	NRT	NRT	53849	IC01	cisco	encs5412/k9	CI00190492	BVPN	BVPNINT	No	Reserved	-	2021/06/21 17:39:59	12.0	16000.0	480000.0	4	PNRT125	Primary
UCPENRT0004	HNRT0004	GO0AJUDU59	NRT	NRT	53849	IC01	cisco	encs5412/k9	CI00190492	BVPN	BVPNINT	No	Reserved	-	2021/06/21 17:47:35	12.0	16000.0	480000.0	4	PNRT126	Secondary
UCPEORD0001	HORD0001	GO09S62J6F	ORD	ORD	53849	IC01	cisco	encs5412/k9	MS12006048	BVPN	BVPNINT	No	Reserved	-	2019/12/11 11:32:15	12.0	16000.0	480000.0	4	PORD261	Primary
UCPEORD0002	HORD0002	GO09S62L69	ORD	ORD	53849	IC01	cisco	encs5412/k9	MS12006048	BVPN	BVPNINT	No	Reserved	-	2019/12/11 12:19:16	12.0	16000.0	480000.0	4	PORD262	Secondary
UCPEPEK0001	HPEK0001	GO0ATJM67B	PEK	PEK	53849	IC01	cisco	encs5412/k9	CI00180263	BVPN	BVPNINT	No	Reserved	-	2021/04/16 18:36:57	12.0	16000.0	480000.0	4	PPEK080	Primary
UCPEPEK0002	HPEK0002	GO0ATJM875	PEK	PEK	53849	IC01	cisco	encs5412/k9	CI00180263	BVPN	BVPNINT	No	Reserved	-	2021/05/11 05:14:45	12.0	16000.0	480000.0	4	PPEK081	Secondary
UCPEPEN0001	HPEN0001	GO09T59M61	PEN	PEN	53849	IC01	cisco	encs5412/k9	CI00167471	BVPN	BVPNINT	No	Reserved	-	2019/09/20 08:42:12	12.0	16000.0	480000.0	4		
UCPEPEN0002	HPEN0002	GO09T59P7C	PEN	PEN	53849	IC01	cisco	encs5412/k9	CI00167471	BVPN	BVPNINT	No	Reserved	-	2019/09/20 08:48:41	12.0	16000.0	480000.0	4		
UCPEPER0001	HPER0001	GO09UNFR67	PER	PER	53849	IC01	cisco	encs5412/k9	CI00168023	BVPN	BVPNINT	No	Reserved	-	2019/09/27 08:06:18	12.0	16000.0	480000.0	4	PPER216	Primary
UCPEPER0002	HPER0002	GO09UNFT61	PER	PER	53849	IC01	cisco	encs5412/k9	CI00168023	BVPN	BVPNINT	No	Reserved	-	2019/09/27 08:09:42	12.0	16000.0	480000.0	4	PPER217	Secondary
UCPEPNH0001	HPNH0001	GO0AJ4GS1A	PNH	PNH	53849	IC01	cisco	encs5412/k9	CI00060112	BVPN	BVPNINT	No	Reserved	-	2020/08/09 15:08:04	12.0	16000.0	480000.0	4	PPNH144	Primary
UCPEPNH0002	HPNH0002	GO0AJ4GU1C	PNH	PNH	53849	IC01	cisco	encs5412/k9	CI00060112	BVPN	BVPNINT	No	Reserved	-	2020/08/09 15:12:51	12.0	16000.0	480000.0	4	PPNH145	Secondary
UCPEPTY0003	HPTY0003	GO0AN5Z07F	PTY	PTY	53849	IC01	cisco	encs5412/k9	CI00178533	BVPN	BVPNINT	No	Reserved	-	2020/12/09 15:15:09	12.0	16000.0	480000.0	4	PPTY103	Primary
UCPEPTY0004	HPTY0004	GO0AN5Z27D	PTY	PTY	53849	IC01	cisco	encs5412/k9	CI00178533	BVPN	BVPNINT	No	Reserved	-	2020/12/09 16:14:07	12.0	16000.0	480000.0	4	PPTY104	Secondary
UCPEPUJ0001	HPUJ0001	GO0E2ZXS2B	PUJ	PUJ	53849	IC01	cisco	encs5412/k9	CI00203100	BVPN	BVPNINT	No	Reserved	-	2022/06/06 07:25:10	12.0	16000.0	480000.0	4	PPUJ069	Primary
UCPEPUJ0002	HPUJ0002	GO0E2ZXU2D	PUJ	PUJ	53849	IC01	cisco	encs5412/k9	CI00203100	BVPN	BVPNINT	No	Reserved	-	2022/08/11 09:02:38	12.0	16000.0	480000.0	4	PPUJ070	Secondary
UCPEPUS0001	HPUS0001	GO0AVFDR34	PUS	PUS	53849	IC01	cisco	encs5412/k9	CI00032278	BVPN	BVPNINT	No	Reserved	-	2020/08/09 15:18:47	12.0	16000.0	480000.0	4	PPUS235	Primary
UCPEPUS0002	HPUS0002	GO0AVFDT32	PUS	PUS	53849	IC01	cisco	encs5412/k9	CI00032278	BVPN	BVPNINT	No	Reserved	-	2020/08/09 15:22:47	12.0	16000.0	480000.0	4	PPUS236	Secondary
UCPEPVG0001	HPVG0001	GO0ATKR37B	PVG	PVG2	53849	IC01	cisco	encs5412/k9	CI00180265	BVPN	BVPNINT	No	Reserved	-	2021/06/09 11:29:53	12.0	16000.0	480000.0	4	PPVG076	Primary
UCPEPVG0002	HPVG0002	GO0ATKW57D	PVG	PVG2	53849	IC01	cisco	encs5412/k9	CI00180267	BVPN	BVPNINT	No	Reserved	-	2021/06/09 11:51:54	12.0	16000.0	480000.0	4	PPVG077	Secondary
UCPEREP0001	HREP0001	GO09T9FD40	REP	REP	53849	IC01	cisco	encs5412/k9	CI00167474	BVPN	BVPNINT	No	Reserved	-	2019/09/20 09:06:29	12.0	16000.0	480000.0	4	PREP021	Primary
UCPEREP0002	HREP0002	GO09T9FF42	REP	REP	53849	IC01	cisco	encs5412/k9	CI00167474	BVPN	BVPNINT	No	Reserved	-	2019/09/20 09:13:41	12.0	16000.0	480000.0	4	PREP024	Secondary
UCPERGN0001	HRGN0001	GO09ZAGB55	RGN	RGN	53849	IC01	cisco	encs5412/k9	CI00169614	BVPN	BVPNINT	No	Reserved	-	2019/11/04 07:18:46	12.0	16000.0	480000.0	4	PRGN069	Primary
UCPERGN0002	HRGN0002	GO09ZAGD53	RGN	RGN	53849	IC01	cisco	encs5412/k9	CI00169614	BVPN	BVPNINT	No	Reserved	-	2019/11/04 07:24:57	12.0	16000.0	480000.0	4	PRGN070	Secondary
UCPERMQ0001	HRMQ0001	GO0A3B2B3A	RMQ	RMQ	53849	IC01	cisco	encs5412/k9	CI00170838	BVPN	BVPNINT	No	Reserved	-	2020/01/23 11:08:25	12.0	16000.0	480000.0	4	PRMQ001	Primary
UCPERMQ0002	HRMQ0002	GO0A3B2D3C	RMQ	RMQ	53849	IC01	cisco	encs5412/k9	CI00170838	BVPN	BVPNINT	No	Reserved	-	2020/01/23 11:13:02	12.0	16000.0	480000.0	4	PRMQ002	Secondary
UCPESCL0001	HSCL0001	GO0AM7K676	SCL	SCL	53849	IC01	cisco	encs5412/k9	CI00071655	BVPN	BVPNINT	No	Reserved	-	2020/11/03 15:45:46	12.0	16000.0	480000.0	4	PSCL564	Primary
UCPESCL0002	HSCL0002	GO0AM7K878	SCL	SCL	53849	IC01	cisco	encs5412/k9	CI00071655	BVPN	BVPNINT	No	Reserved	-	2020/11/03 16:11:41	12.0	16000.0	480000.0	4	PSCL565	Secondary
UCPESFO0001	HSFO0001	GO09V2BX66	SFO	SFO	53849	IC01	cisco	encs5412/k9	CI00169052	BVPN	BVPNINT	No	Reserved	-	2020/01/17 12:40:39	12.0	16000.0	480000.0	4	PSFO308	Primary
UCPESFO0002	HSFO0002	FI021V2ZB5	SFO	SFO	53849	IC01	cisco	encs5412/k9	CI00168167	BVPN	BVPNINT	No	Reserved	-	2020/05/02 16:20:41	12.0	16000.0	480000.0	4	PSFO309	Secondary
UCPESGN0001	HSGN0001	GO0A0BBM35	SGN	SGN	53849	IC01	cisco	encs5412/k9	CI00169889	BVPN	BVPNINT	No	Reserved	-	2019/11/04 06:20:57	12.0	16000.0	480000.0	4	PSGN178	Primary
UCPESGN0002	HSGN0002	GO0A0BBP28	SGN	SGN	53849	IC01	cisco	encs5412/k9	CI00169889	BVPN	BVPNINT	No	Reserved	-	2019/11/04 06:46:37	12.0	16000.0	480000.0	4	PSGN179	Secondary
UCPESIN0003	HSIN0003	GO09G4X61C	SIN	SIN	53849	IC01	cisco	encs5412/k9	CI00164142	BVPN	BVPNINT	No	Reserved	-	2019/07/08 10:41:25	12.0	16000.0	480000.0	4	PSIN1641	Secondary
UCPESIN0004	HSIN0004	GO09G4LV7C	SIN	SIN	53849	IC01	cisco	encs5412/k9	CI00164141	BVPN	BVPNINT	No	Reserved	-	2019/07/08 11:04:39	12.0	16000.0	480000.0	4	PSIN1642	Primary
UCPESIN0005	HSIN0005	GO09MYGX1F	SIN	SIN4	53849	IC01	cisco	encs5412/k9	CI00087247	BVPN	BVPNINT	No	Reserved	-	2019/09/16 07:53:33	12.0	16000.0	480000.0	4	PSIN4562	Primary
UCPESIN0006	HSIN0006	GO09MYJT13	SIN	SIN4	53849	IC01	cisco	encs5412/k9	CI00165796	BVPN	BVPNINT	No	Reserved	-	2019/09/16 08:03:44	12.0	16000.0	480000.0	4	PSIN4564	Secondary
UCPESJO0001	HSJO0001	GO0DSW297D	SJO	SJO	53849	IC01	cisco	encs5412/k9	CI00202735	BVPN	BVPNINT	No	Reserved	-	2022/07/12 07:20:03	12.0	16000.0	480000.0	4	PSJO400	Primary
UCPESJO0002	HSJO0002	GO0DSW2Q15	SJO	SJO	53849	IC01	cisco	encs5412/k9	CI00202735	BVPN	BVPNINT	No	Reserved	-	2022/09/19 13:37:19	12.0	16000.0	480000.0	4	PSJO402	Secondary
UCPESUB0007	HSUB0007	GO0ARVUB44	SUB	SUB	53849	IC01	cisco	encs5412/k9	CI00179437	BVPN	BVPNINT	No	Reserved	-	2020/08/06 06:57:14	12.0	16000.0	480000.0	4	PSUB127	Primary
UCPESUB0008	HSUB0008	GO0ARVUD42	SUB	SUB	53849	IC01	cisco	encs5412/k9	CI00179437	BVPN	BVPNINT	No	Reserved	-	2020/08/09 15:29:06	12.0	16000.0	480000.0	4	PSUB126	Secondary
UCPESYD0002	HSYD0002	GO09S5Z916	SYD	SYD	53849	IC01	cisco	encs5412/k9	CI00167142	BVPN	BVPNINT	No	Reserved	-	2019/09/19 10:51:57	12.0	16000.0	480000.0	4	PSYD1236	Primary
UCPESYD0003	HSYD0003	GO09S5ZB6D	SYD	SYD	53849	IC01	cisco	encs5412/k9	CI00167142	BVPN	BVPNINT	No	Reserved	-	2019/09/19 10:56:59	12.0	16000.0	480000.0	4	PSYD1237	Secondary
UCPESYD0006	HSYD0006	GO0BUZS223	SYD	SYD	53849	IC01	cisco	encs5412/k9	CI00187933	BVPN	BVPNINT	No	Reserved	-	2021/03/29 17:17:15	12.0	16000.0	480000.0	4	PSYD1236	Primary
UCPESYD0007	HSYD0007	GO0BUZS425	SYD	SYD	53849	IC01	cisco	encs5412/k9	CI00187933	BVPN	BVPNINT	No	Reserved	-	2021/03/29 17:25:02	12.0	16000.0	480000.0	4	PSYD1237	Secondary
UCPETPE0001	HTPE0001	GO09JHGC61	TPE	TPE	53849	IC01	cisco	encs5412/k9	MSY5141361	BVPN	BVPNINT	No	Reserved	-	2019/08/09 10:04:24	12.0	16000.0	480000.0	4	PTPE629	Primary
UCPETPE0004	HTPE0004	GO09PFXQ57	TPE	TPE	53849	IC01	cisco	encs5412/k9	CI00130135	BVPN	BVPNINT	No	Reserved	-	2019/09/16 07:43:59	12.0	16000.0	480000.0	4	PTPE630	Secondary
UCPETPE0007	HTPE0007	GO0DAU7V1D	TPE	TPE	53849	IC01	cisco	encs5412/k9	MSY5141361	BVPN	BVPNINT	No	Reserved	-	2022/02/11 06:10:34	12.0	16000.0	480000.0	4	PTPE629	Primary
UCPETPE0008	HTPE0008	GO0DAUA57E	TPE	TPE	53849	IC01	cisco	encs5412/k9	CI00130135	BVPN	BVPNINT	No	Reserved	-	2022/02/11 06:17:59	12.0	16000.0	480000.0	4	PTPE630	Secondary
UCPEUIO0001	HUIO0001	GO0AN2BA1F	UIO	UIO	53849	IC01	cisco	encs5412/k9	CI00178508	BVPN	BVPNINT	No	Reserved	-	2021/08/06 12:25:14	12.0	16000.0	480000.0	4	PUIO224	Primary
UCPEUIO0002	HUIO0002	GO0AMNG96C	UIO	UIO	53849	IC01	cisco	encs5412/k9	CI00178335	BVPN	BVPNINT	No	Reserved	-	2021/08/06 12:36:08	12.0	16000.0	480000.0	4	PUIO225	Secondary
UCPEYVR0001	HYVR0001	GO09VFZA47	YVR	YVR	53849	IC01	cisco	encs5412/k9	CI00169222	BVPN	BVPNINT	No	Reserved	-	2019/11/28 22:08:55	12.0	16000.0	480000.0	4		
UCPEYVR0002	HYVR0002	GO09VG0D47	YVR	YVR	53849	IC01	cisco	encs5412/k9	CI00169223	BVPN	BVPNINT	No	Reserved	-	2019/11/28 22:20:09	12.0	16000.0	480000.0	4	PYVR184	Secondary
UCPEZRH0001	HZRH0001	GO09XP9L3E	ZRH	ZRH	53849	IC01	cisco	encs5412/k9	CI00169939	BVPN	BVPNINT	No	Reserved	-	2019/11/28 22:42:03	12.0	16000.0	480000.0	4	PZRH813	Primary
UCPEZRH0002	HZRH0002	GO09XP9N3C	ZRH	ZRH	53849	IC01	cisco	encs5412/k9	CI00169939	BVPN	BVPNINT	No	Reserved	-	2019/11/28 22:46:31	12.0	16000.0	480000.0	4	PZRH814	Secondary
